ltp,percentageChange,pointChange,sectorName,symbol,totalTradeQuantity,totalTrades,totalTurnover,fetched_at,date,source_endpoint
0.0,0.0,0.0,Finance,NSM,0,0,0.0,2025-08-30 12:59:55.484308,2025-08-30,TradeTurnoverTransactionSubindices
849.32,-0.32,-2.74,Others,NTC,38036,402,32350190.5,2025-08-30 12:59:55.484311,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Tradings,NTL,0,0,0.0,2025-08-30 12:59:55.484314,2025-08-30,TradeTurnoverTransactionSubindices
789.1,-1.73,-13.93,Microfinance,NUBL,18404,157,14619224.8,2025-08-30 12:59:55.484318,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Manufacturing And Processing,NVG,0,0,0.0,2025-08-30 12:59:55.484322,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Tradings,NWC,0,0,0.0,2025-08-30 12:59:55.484325,2025-08-30,TradeTurnoverTransactionSubindices
884.89,-2.66,-24.21,Others,NWCL,8371,81,7514074.0,2025-08-30 12:59:55.484328,2025-08-30,TradeTurnoverTransactionSubindices
421.53,-1.76,-7.57,Hydro Power,NYADI,13388,107,5671554.4,2025-08-30 12:59:55.484331,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,ODBL,0,0,0.0,2025-08-30 12:59:55.484334,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Finance,OFL,0,0,0.0,2025-08-30 12:59:55.484337,2025-08-30,TradeTurnoverTransactionSubindices
859.74,-4.71,-42.51,Hotels And Tourism,OHL,91197,321,79218566.3,2025-08-30 12:59:55.484340,2025-08-30,TradeTurnoverTransactionSubindices
1330.31,-2.95,-40.48,Manufacturing And Processing,OMPL,13313,343,17926586.6,2025-08-30 12:59:55.484343,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,PADBL,0,0,0.0,2025-08-30 12:59:55.484346,2025-08-30,TradeTurnoverTransactionSubindices
1101.0,0.09,1.0,Commercial Banks,PBD84,235,2,258435.0,2025-08-30 12:59:55.484351,2025-08-30,TradeTurnoverTransactionSubindices
1090.0,0.99,10.67,Commercial Banks,PBD85,1640,3,1786400.0,2025-08-30 12:59:55.484354,2025-08-30,TradeTurnoverTransactionSubindices
1111.0,-0.36,-4.0,Commercial Banks,PBD88,25,2,27795.0,2025-08-30 12:59:55.484358,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,PBLD84,50,1,55000.0,2025-08-30 12:59:55.484361,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,PBLD86,0,0,0.0,2025-08-30 12:59:55.484366,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,PBLD87,0,0,0.0,2025-08-30 12:59:55.484369,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,PBSL,0,0,0.0,2025-08-30 12:59:55.484372,2025-08-30,TradeTurnoverTransactionSubindices
255.1,-2.09,-5.44,Commercial Banks,PCBL,59344,217,15255041.0,2025-08-30 12:59:55.484375,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,PDB,0,0,0.0,2025-08-30 12:59:55.484378,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,PDBL,0,0,0.0,2025-08-30 12:59:55.484381,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Finance,PFC,0,0,0.0,2025-08-30 12:59:55.484385,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Finance,PFCL,0,0,0.0,2025-08-30 12:59:55.484389,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Finance,PFCLL,0,0,0.0,2025-08-30 12:59:55.484392,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Finance,PFIL,0,0,0.0,2025-08-30 12:59:55.484395,2025-08-30,TradeTurnoverTransactionSubindices
401.55,-2.19,-9.01,Finance,PFL,12571,128,5090788.3,2025-08-30 12:59:55.484398,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Finance,PFLBS,0,0,0.0,2025-08-30 12:59:55.484401,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,PGBL,0,0,0.0,2025-08-30 12:59:55.484404,2025-08-30,TradeTurnoverTransactionSubindices
456.72,-1.14,-5.25,Hydro Power,PHCL,6627,127,3049533.4,2025-08-30 12:59:55.484407,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Non Life Insurance,PICL,0,0,0.0,2025-08-30 12:59:55.484410,2025-08-30,TradeTurnoverTransactionSubindices
397.83,-3.52,-14.51,Hydro Power,PMHPL,85264,290,34498245.6,2025-08-30 12:59:55.484413,2025-08-30,TradeTurnoverTransactionSubindices
503.0,-2.26,-11.63,Life Insurance,PMLI,10611,256,5390265.5,2025-08-30 12:59:55.484417,2025-08-30,TradeTurnoverTransactionSubindices
334.83,-2.97,-10.26,Hydro Power,PPCL,14823,114,5001633.6,2025-08-30 12:59:55.484420,2025-08-30,TradeTurnoverTransactionSubindices
360.12,3.17,11.06,Hydro Power,PPL,17334,218,6202199.2,2025-08-30 12:59:55.484423,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,PRBBL,0,0,0.0,2025-08-30 12:59:55.484426,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,PRBL,0,0,0.0,2025-08-30 12:59:55.484429,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,PRDBL,0,0,0.0,2025-08-30 12:59:55.484432,2025-08-30,TradeTurnoverTransactionSubindices
788.5,0.58,4.52,Non Life Insurance,PRIN,30377,133,23670153.3,2025-08-30 12:59:55.484436,2025-08-30,TradeTurnoverTransactionSubindices
491.14,-1.91,-9.58,Finance,PROFL,10497,88,5204150.8,2025-08-30 12:59:55.484439,2025-08-30,TradeTurnoverTransactionSubindices
11.29,0.36,0.04,Mutual Fund,PRSF,813300,42,9180042.47,2025-08-30 12:59:55.484445,2025-08-30,TradeTurnoverTransactionSubindices
212.33,-0.67,-1.44,Commercial Banks,PRVU,118331,488,25287318.3,2025-08-30 12:59:55.484448,2025-08-30,TradeTurnoverTransactionSubindices
11.6,0.96,0.11,Commercial Banks,PSF,118440,39,1371721.4,2025-08-30 12:59:55.484452,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,PURBL,0,0,0.0,2025-08-30 12:59:55.484455,2025-08-30,TradeTurnoverTransactionSubindices
917.76,-2.4,-22.54,Others,PURE,16576,338,15329476.5,2025-08-30 12:59:55.484459,2025-08-30,TradeTurnoverTransactionSubindices
761.34,-1.83,-14.22,Hydro Power,RADHI,165617,619,128063153.5,2025-08-30 12:59:55.484466,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,RARA,0,0,0.0,2025-08-30 12:59:55.484469,2025-08-30,TradeTurnoverTransactionSubindices
771.83,-0.4,-3.09,Hydro Power,RAWA,1094,37,834493.4,2025-08-30 12:59:55.484472,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,RBBBL,0,0,0.0,2025-08-30 12:59:55.484475,2025-08-30,TradeTurnoverTransactionSubindices
997.05,-0.3,-2.95,Commercial Banks,RBBD2088,125,3,124457.5,2025-08-30 12:59:55.484478,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,RBBD83,0,0,0.0,2025-08-30 12:59:55.484481,2025-08-30,TradeTurnoverTransactionSubindices
15686.91,-0.6,-94.54,Non Life Insurance,RBCL,335,21,5263994.0,2025-08-30 12:59:55.484484,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,RBSL,0,0,0.0,2025-08-30 12:59:55.484487,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,RDBL,0,0,0.0,2025-08-30 12:59:55.484490,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,REDBL,0,0,0.0,2025-08-30 12:59:55.484493,2025-08-30,TradeTurnoverTransactionSubindices
377.04,-1.31,-5.02,Hydro Power,RFPL,15250,157,5771934.9,2025-08-30 12:59:55.484497,2025-08-30,TradeTurnoverTransactionSubindices
298.26,-1.86,-5.64,Hydro Power,RHGCL,33645,199,10141671.7,2025-08-30 12:59:55.484500,2025-08-30,TradeTurnoverTransactionSubindices
303.3,-1.64,-5.05,Hydro Power,RHPL,76689,365,23385838.7,2025-08-30 12:59:55.484503,2025-08-30,TradeTurnoverTransactionSubindices
245.64,-2.37,-5.97,Hydro Power,RIDI,90701,319,22609660.6,2025-08-30 12:59:55.484506,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Manufacturing And Processing,RJM,0,0,0.0,2025-08-30 12:59:55.484509,2025-08-30,TradeTurnoverTransactionSubindices
472.56,-2.61,-12.64,Finance,RLFL,20367,142,9751488.4,2025-08-30 12:59:55.484512,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Life Insurance,RLI,0,0,0.0,2025-08-30 12:59:55.484515,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Microfinance,RMDC,0,0,0.0,2025-08-30 12:59:55.484518,2025-08-30,TradeTurnoverTransactionSubindices
9.15,1.67,0.15,Mutual Fund,RMF1,43190,23,393797.0,2025-08-30 12:59:55.484521,2025-08-30,TradeTurnoverTransactionSubindices
9.02,-0.88,-0.08,Mutual Fund,RMF2,96821,18,875142.82,2025-08-30 12:59:55.484524,2025-08-30,TradeTurnoverTransactionSubindices
479.95,-1.9,-9.28,Life Insurance,RNLI,85710,539,41969158.9,2025-08-30 12:59:55.484528,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Hydro Power,RRHP,0,0,0.0,2025-08-30 12:59:55.484530,2025-08-30,TradeTurnoverTransactionSubindices
689.88,-2.64,-18.74,Microfinance,RSDC,24325,225,16963304.6,2025-08-30 12:59:55.484534,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Life Insurance,RSY,2800,19,25232.5,2025-08-30 12:59:55.484537,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Microfinance,RULB,0,0,0.0,2025-08-30 12:59:55.484540,2025-08-30,TradeTurnoverTransactionSubindices
736.42,-1.2,-8.98,Hydro Power,RURU,11034,81,8162934.8,2025-08-30 12:59:55.484543,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Microfinance,SABSL,0,0,0.0,2025-08-30 12:59:55.484546,2025-08-30,TradeTurnoverTransactionSubindices
431.39,-3.87,-17.36,Development Banks,SADBL,120640,413,53141804.8,2025-08-30 12:59:55.484550,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,SAEF,0,0,0.0,2025-08-30 12:59:55.484553,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Finance,SAFL,0,0,0.0,2025-08-30 12:59:55.484557,2025-08-30,TradeTurnoverTransactionSubindices
9.38,-0.42,-0.04,Mutual Fund,SAGF,40304,16,379087.34,2025-08-30 12:59:55.484562,2025-08-30,TradeTurnoverTransactionSubindices
649.43,-1.68,-11.11,Hydro Power,SAHAS,114053,663,74990776.1,2025-08-30 12:59:55.484567,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,SAJHA,0,0,0.0,2025-08-30 12:59:55.484570,2025-08-30,TradeTurnoverTransactionSubindices
699.88,2.82,19.22,Non Life Insurance,SALICO,22950,115,15923633.1,2025-08-30 12:59:55.484573,2025-08-30,TradeTurnoverTransactionSubindices
2845.51,-2.31,-67.43,Microfinance,SAMAJ,2755,89,7831689.0,2025-08-30 12:59:55.484576,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,SAND2085,0,0,0.0,2025-08-30 12:59:55.484579,2025-08-30,TradeTurnoverTransactionSubindices
369.2,-0.55,-2.03,Commercial Banks,SANIMA,124976,388,46203242.9,2025-08-30 12:59:55.484582,2025-08-30,TradeTurnoverTransactionSubindices
696.08,-2.1,-14.94,Hydro Power,SANVI,27352,735,19218534.2,2025-08-30 12:59:55.484586,2025-08-30,TradeTurnoverTransactionSubindices
850.29,0.29,2.45,Development Banks,SAPDBL,42564,376,36384601.2,2025-08-30 12:59:55.484589,2025-08-30,TradeTurnoverTransactionSubindices
915.16,-1.29,-11.99,Manufacturing And Processing,SARBTM,44762,264,41376168.6,2025-08-30 12:59:55.484592,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,SBBLJ,0,0,0.0,2025-08-30 12:59:55.484595,2025-08-30,TradeTurnoverTransactionSubindices
9.15,-1.29,-0.12,Commercial Banks,SBCF,134420,17,1228604.8,2025-08-30 12:59:55.484598,2025-08-30,TradeTurnoverTransactionSubindices
1060.0,-0.93,-10.0,Commercial Banks,SBD87,25,1,26500.0,2025-08-30 12:59:55.484601,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,SBD89,0,0,0.0,2025-08-30 12:59:55.484604,2025-08-30,TradeTurnoverTransactionSubindices
390.82,-0.83,-3.28,Commercial Banks,SBI,22671,118,8874313.7,2025-08-30 12:59:55.484611,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,SBIBD86,0,0,0.0,2025-08-30 12:59:55.484615,2025-08-30,TradeTurnoverTransactionSubindices
1076.0,-1.96,-21.5,Commercial Banks,SBID83,100,3,108675.0,2025-08-30 12:59:55.484618,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,SBID89,0,0,0.0,2025-08-30 12:59:55.484622,2025-08-30,TradeTurnoverTransactionSubindices
376.27,1.29,4.8,Commercial Banks,SBL,141489,354,53169057.7,2025-08-30 12:59:55.484625,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,SBLD2082,0,0,0.0,2025-08-30 12:59:55.484628,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,SBLD78,0,0,0.0,2025-08-30 12:59:55.484631,2025-08-30,TradeTurnoverTransactionSubindices
1057.0,0.48,5.0,Commercial Banks,SBLD83,50,1,52850.0,2025-08-30 12:59:55.484634,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,SBLD84,0,0,0.0,2025-08-30 12:59:55.484637,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,SBLD89,0,0,0.0,2025-08-30 12:59:55.484640,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Manufacturing And Processing,SBPP,0,0,0.0,2025-08-30 12:59:55.484643,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Finance,SBSL,0,0,0.0,2025-08-30 12:59:55.484646,2025-08-30,TradeTurnoverTransactionSubindices
630.26,-0.17,-1.05,Commercial Banks,SCB,13295,134,8377707.3,2025-08-30 12:59:55.484649,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,SCBD,0,0,0.0,2025-08-30 12:59:55.484652,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,SDBD87,0,0,0.0,2025-08-30 12:59:55.484655,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,SDBL,0,0,0.0,2025-08-30 12:59:55.484658,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Microfinance,SDESI,0,0,0.0,2025-08-30 12:59:55.484661,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Finance,SDFL,0,0,0.0,2025-08-30 12:59:55.484664,2025-08-30,TradeTurnoverTransactionSubindices
9.11,-1.09,-0.1,Commercial Banks,SEF,51265,21,471073.02,2025-08-30 12:59:55.484667,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,SEOS,0,0,0.0,2025-08-30 12:59:55.484670,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Finance,SETI,0,0,0.0,2025-08-30 12:59:55.484673,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,SEWA,0,0,0.0,2025-08-30 12:59:55.484676,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Finance,SFC,0,0,0.0,2025-08-30 12:59:55.484679,2025-08-30,TradeTurnoverTransactionSubindices
456.21,-2.08,-9.67,Finance,SFCL,15424,163,7084514.0,2025-08-30 12:59:55.484683,2025-08-30,TradeTurnoverTransactionSubindices
9.22,0.77,0.07,Commercial Banks,SFEF,1200,11,10911.0,2025-08-30 12:59:55.484686,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Finance,SFFIL,0,0,0.0,2025-08-30 12:59:55.484689,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Finance,SFL,0,0,0.0,2025-08-30 12:59:55.484692,2025-08-30,TradeTurnoverTransactionSubindices
9.69,3.09,0.29,Commercial Banks,SFMF,3300,5,31612.0,2025-08-30 12:59:55.484695,2025-08-30,TradeTurnoverTransactionSubindices
378.36,2.15,7.98,Hydro Power,SGHC,28548,230,10877629.0,2025-08-30 12:59:55.484698,2025-08-30,TradeTurnoverTransactionSubindices
563.72,-2.24,-12.92,Non Life Insurance,SGIC,23115,216,13120053.5,2025-08-30 12:59:55.484701,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,SHBL,0,0,0.0,2025-08-30 12:59:55.484705,2025-08-30,TradeTurnoverTransactionSubindices
307.77,-2.99,-9.47,Hydro Power,SHEL,421934,1302,131989029.8,2025-08-30 12:59:55.484708,2025-08-30,TradeTurnoverTransactionSubindices
430.93,-2.4,-10.61,Development Banks,SHINE,61803,282,26991195.7,2025-08-30 12:59:55.484711,2025-08-30,TradeTurnoverTransactionSubindices
625.14,-1.52,-9.66,Manufacturing And Processing,SHIVM,356079,1339,224232198.4,2025-08-30 12:59:55.484714,2025-08-30,TradeTurnoverTransactionSubindices
561.95,-1.61,-9.2,Hotels And Tourism,SHL,87475,216,49633184.1,2025-08-30 12:59:55.484717,2025-08-30,TradeTurnoverTransactionSubindices
1890.61,-1.43,-27.45,Microfinance,SHLB,1056,41,2003542.9,2025-08-30 12:59:55.484720,2025-08-30,TradeTurnoverTransactionSubindices
562.37,-2.42,-13.93,Hydro Power,SHPC,149728,582,85637115.7,2025-08-30 12:59:55.484724,2025-08-30,TradeTurnoverTransactionSubindices
735.81,-1.16,-8.6,Non Life Insurance,SICL,9430,107,7018029.9,2025-08-30 12:59:55.484727,2025-08-30,TradeTurnoverTransactionSubindices
510.0,-2.64,-13.84,Finance,SIFC,16764,142,8604139.8,2025-08-30 12:59:55.484731,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,SIGS1,0,0,0.0,2025-08-30 12:59:55.484733,2025-08-30,TradeTurnoverTransactionSubindices
9.66,-0.21,-0.02,Commercial Banks,SIGS2,343200,23,3398159.5,2025-08-30 12:59:55.484737,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,SIGS3,43350,14,402393.0,2025-08-30 12:59:55.484740,2025-08-30,TradeTurnoverTransactionSubindices
832.61,-3.8,-32.86,Hydro Power,SIKLES,19608,231,16536886.5,2025-08-30 12:59:55.484743,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Non Life Insurance,SIL,0,0,0.0,2025-08-30 12:59:55.484746,2025-08-30,TradeTurnoverTransactionSubindices
752.39,-1.52,-11.61,Development Banks,SINDU,12801,164,9722191.4,2025-08-30 12:59:55.484749,2025-08-30,TradeTurnoverTransactionSubindices
299.62,-1.89,-5.76,Hydro Power,SJCL,15405,113,4643119.5,2025-08-30 12:59:55.484752,2025-08-30,TradeTurnoverTransactionSubindices
437.03,-1.66,-7.36,Life Insurance,SJLIC,17849,219,7880130.9,2025-08-30 12:59:55.484755,2025-08-30,TradeTurnoverTransactionSubindices
920.13,-1.99,-18.71,Microfinance,SKBBL,51995,503,48240753.8,2025-08-30 12:59:55.484759,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,SKDBL,0,0,0.0,2025-08-30 12:59:55.484762,2025-08-30,TradeTurnoverTransactionSubindices
967.46,-1.68,-16.53,Microfinance,SLBBL,11088,102,10824121.4,2025-08-30 12:59:55.484766,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Microfinance,SLBS,0,0,0.0,2025-08-30 12:59:55.484769,2025-08-30,TradeTurnoverTransactionSubindices
1518.55,-0.34,-5.2,Microfinance,SLBSL,9974,117,14978757.4,2025-08-30 12:59:55.484772,2025-08-30,TradeTurnoverTransactionSubindices
9.27,-0.11,-0.01,Commercial Banks,SLCF,32250,22,298126.5,2025-08-30 12:59:55.484776,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Finance,SLFL,0,0,0.0,2025-08-30 12:59:55.484779,2025-08-30,TradeTurnoverTransactionSubindices
980.92,2.39,22.94,Microfinance,SMATA,51740,962,51436263.1,2025-08-30 12:59:55.484782,2025-08-30,TradeTurnoverTransactionSubindices
2278.9,-0.92,-21.13,Microfinance,SMB,928,34,2121874.1,2025-08-30 12:59:55.484785,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Finance,SMF,0,0,0.0,2025-08-30 12:59:55.484788,2025-08-30,TradeTurnoverTransactionSubindices
1750.0,-1.75,-31.11,Microfinance,SMFBS,1753,43,3086741.0,2025-08-30 12:59:55.484791,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Microfinance,SMFDB,0,0,0.0,2025-08-30 12:59:55.484794,2025-08-30,TradeTurnoverTransactionSubindices
896.91,-1.57,-14.26,Hydro Power,SMH,1246,20,1118930.0,2025-08-30 12:59:55.484797,2025-08-30,TradeTurnoverTransactionSubindices
912.66,-1.39,-12.84,Hydro Power,SMHL,15612,192,14228583.8,2025-08-30 12:59:55.484800,2025-08-30,TradeTurnoverTransactionSubindices
572.17,-1.84,-10.74,Hydro Power,SMJC,14907,140,8601656.2,2025-08-30 12:59:55.484803,2025-08-30,TradeTurnoverTransactionSubindices
948.74,-0.59,-5.67,Microfinance,SMPDA,11148,140,10522875.6,2025-08-30 12:59:55.484806,2025-08-30,TradeTurnoverTransactionSubindices
472.95,-1.25,-6.0,Life Insurance,SNLI,27487,496,13126794.6,2025-08-30 12:59:55.484810,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,SODBL,0,0,0.0,2025-08-30 12:59:55.484813,2025-08-30,TradeTurnoverTransactionSubindices
453.62,-2.33,-10.83,Manufacturing And Processing,SONA,48456,465,22200953.9,2025-08-30 12:59:55.484816,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Microfinance,SPARS,0,0,0.0,2025-08-30 12:59:55.484819,2025-08-30,TradeTurnoverTransactionSubindices
520.71,-2.26,-12.02,Hydro Power,SPC,19058,144,10014833.3,2025-08-30 12:59:55.484822,2025-08-30,TradeTurnoverTransactionSubindices
400.03,-2.99,-12.34,Hydro Power,SPDL,133784,430,54421407.9,2025-08-30 12:59:55.484825,2025-08-30,TradeTurnoverTransactionSubindices
567.79,-2.61,-15.23,Hydro Power,SPHL,13321,99,7569063.5,2025-08-30 12:59:55.484828,2025-08-30,TradeTurnoverTransactionSubindices
833.93,1.67,13.72,Non Life Insurance,SPIL,30244,155,24967541.4,2025-08-30 12:59:55.484831,2025-08-30,TradeTurnoverTransactionSubindices
967.31,-0.47,-4.57,Hydro Power,SPL,2357,50,2279217.0,2025-08-30 12:59:55.484834,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,SRBL,0,0,0.0,2025-08-30 12:59:55.484837,2025-08-30,TradeTurnoverTransactionSubindices
1060.1,-1.31,-14.1,Commercial Banks,SRBLD83,115,2,121756.5,2025-08-30 12:59:55.484841,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Commercial Banks,SRD80,0,0,0.0,2025-08-30 12:59:55.484844,2025-08-30,TradeTurnoverTransactionSubindices
403.25,-1.07,-4.38,Life Insurance,SRLI,27760,294,11255879.8,2025-08-30 12:59:55.484847,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Manufacturing And Processing,SRS,0,0,0.0,2025-08-30 12:59:55.484850,2025-08-30,TradeTurnoverTransactionSubindices
189.69,-1.06,-2.04,Hydro Power,SSHL,58116,302,11084444.0,2025-08-30 12:59:55.484853,2025-08-30,TradeTurnoverTransactionSubindices
5289.27,-0.28,-14.73,Tradings,STC,1055,57,5564560.3,2025-08-30 12:59:55.484856,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Finance,STFL,0,0,0.0,2025-08-30 12:59:55.484859,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,SUBBL,0,0,0.0,2025-08-30 12:59:55.484862,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,SUPRME,0,0,0.0,2025-08-30 12:59:55.484865,2025-08-30,TradeTurnoverTransactionSubindices
869.06,-1.53,-13.47,Microfinance,SWBBL,13476,109,11783880.5,2025-08-30 12:59:55.484872,2025-08-30,TradeTurnoverTransactionSubindices
734.02,-1.19,-8.83,Microfinance,SWMF,4668,70,3440028.9,2025-08-30 12:59:55.484875,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Finance,SYFL,0,0,0.0,2025-08-30 12:59:55.484879,2025-08-30,TradeTurnoverTransactionSubindices
512.24,-0.99,-5.11,Hydro Power,TAMOR,24173,198,12527420.9,2025-08-30 12:59:55.484882,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,TBBL,0,0,0.0,2025-08-30 12:59:55.484885,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,TDBL,0,0,0.0,2025-08-30 12:59:55.484888,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,TMDBL,0,0,0.0,2025-08-30 12:59:55.484891,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Development Banks,TNBL,0,0,0.0,2025-08-30 12:59:55.484894,2025-08-30,TradeTurnoverTransactionSubindices
354.55,-1.51,-5.43,Hydro Power,TPC,16601,121,5947446.4,2025-08-30 12:59:55.484897,2025-08-30,TradeTurnoverTransactionSubindices
960.0,-1.56,-15.25,Hotels And Tourism,TRH,7639,103,7406149.5,2025-08-30 12:59:55.484900,2025-08-30,TradeTurnoverTransactionSubindices
0.0,0.0,0.0,Hotels And Tourism,TRHPR,0,0,0.0,2025-08-30 12:59:55.484903,2025-08-30,TradeTurnoverTransactionSubindices
853.2,3.41,28.12,Hydro Power,TSHL,12441,133,10532658.2,2025-08-30 12:59:55.484906,2025-08-30,TradeTurnoverTransactionSubindices
869.92,-2.17,-19.28,Others,TTL,30314,1152,26603472.0,2025-08-30 12:59:55.484909,2025-08-30,TradeTurnoverTransactionSubindices
474.18,-0.33,-1.59,Hydro Power,TVCL,6792,96,3228469.1,2025-08-30 12:59:55.484912,2025-08-30,TradeTurnoverTransactionSubindices
524.41,-1.4,-7.42,Non Life Insurance,UAIL,52391,300,27564782.6,2025-08-30 12:59:55.484915,2025-08-30,TradeTurnoverTransactionSubindices
